player_name,country,points,position,year,instagram_followers,youtube_subscribers,tiktok_followers,twitter_followers,wikipedia_views,fact_player_pk
Giulio Graziotti,ITA,397,74,2023,no verified account,no verified account,no verified account,no verified account,no verified account,744
Riccardo Sinicropi,ITA,369,74,2023,no verified account,no verified account,no verified account,no verified account,no verified account,745
Giulio Graziotti,ITA,397,74,2023,no verified account,no verified account,no verified account,no verified account,no verified account,746
Riccardo Sinicropi,ITA,362,74,2023,no verified account,no verified account,no verified account,no verified account,no verified account,747
Giulio Graziotti,ITA,43,74,2023,no verified account,no verified account,no verified account,no verified account,no verified account,748
Lorenzo Di Giovanni,ITA,362,25,2023,no verified account,no verified account,no verified account,no verified account,no verified account,749
Daniele Cattaneo,ITA,43,25,2023,no verified account,no verified account,no verified account,no verified account,no verified account,750
Lorenzo Di Giovanni,ITA,362,25,2023,no verified account,no verified account,no verified account,no verified account,no verified account,751
Daniele Cattaneo,ITA,43,25,2023,no verified account,no verified account,no verified account,no verified account,no verified account,752
Lorenzo Di Giovanni,ITA,362,25,2023,no verified account,no verified account,no verified account,no verified account,no verified account,753
Daniele Cattaneo,ITA,43,25,2023,no verified account,no verified account,no verified account,no verified account,no verified account,754
Lorenzo Di Giovanni,ITA,326,25,2023,no verified account,no verified account,no verified account,no verified account,no verified account,755
Daniele Cattaneo,ITA,334,25,2023,no verified account,no verified account,no verified account,no verified account,no verified account,756
Enzo Jensen Sirvent,ITA,326,39,2023,no verified account,no verified account,no verified account,no verified account,no verified account,757
Cristian Jensen Sirvent,ITA,334,39,2023,no verified account,no verified account,no verified account,no verified account,no verified account,758
Enzo Jensen Sirvent,ITA,326,39,2023,no verified account,no verified account,no verified account,no verified account,no verified account,759
Cristian Jensen Sirvent,ITA,334,39,2023,no verified account,no verified account,no verified account,no verified account,no verified account,760
Enzo Jensen Sirvent,ITA,326,39,2023,no verified account,no verified account,no verified account,no verified account,no verified account,761
Cristian Jensen Sirvent,ITA,334,39,2023,no verified account,no verified account,no verified account,no verified account,no verified account,762
Enzo Jensen Sirvent,ITA,30,39,2023,no verified account,no verified account,no verified account,no verified account,no verified account,763
Cristian Jensen Sirvent,ITA,4,39,2023,no verified account,no verified account,no verified account,no verified account,no verified account,764
Pedro Melendez Amaya,ESP,30,77,2023,no verified account,no verified account,no verified account,no verified account,no verified account,765
Ãlvaro MÃ©lendez Amaya,ESP,4,77,2023,no verified account,no verified account,no verified account,no verified account,no verified account,766
Pedro Melendez Amaya,ESP,30,77,2023,no verified account,no verified account,no verified account,no verified account,no verified account,767
Ãlvaro MÃ©lendez Amaya,ESP,4,77,2023,no verified account,no verified account,no verified account,no verified account,no verified account,768
Pedro Melendez Amaya,ESP,30,77,2023,no verified account,no verified account,no verified account,no verified account,no verified account,769
Ãlvaro MÃ©lendez Amaya,ESP,4,77,2023,no verified account,no verified account,no verified account,no verified account,no verified account,770
Pedro Melendez Amaya,ESP,408,77,2023,no verified account,no verified account,no verified account,no verified account,no verified account,771
Ãlvaro MÃ©lendez Amaya,ESP,638,77,2023,no verified account,no verified account,no verified account,no verified account,no verified account,772
Pedro Melendez Amaya,ESP,408,77,2023,no verified account,no verified account,no verified account,no verified account,no verified account,773
Ãlvaro MÃ©lendez Amaya,ESP,638,77,2023,no verified account,no verified account,no verified account,no verified account,no verified account,774
Pedro Melendez Amaya,ESP,408,77,2023,no verified account,no verified account,no verified account,no verified account,no verified account,775
Ãlvaro MÃ©lendez Amaya,ESP,638,77,2023,no verified account,no verified account,no verified account,no verified account,no verified account,776
Pedro Melendez Amaya,ESP,408,77,2023,no verified account,no verified account,no verified account,no verified account,no verified account,777
Ãlvaro MÃ©lendez Amaya,ESP,638,77,2023,no verified account,no verified account,no verified account,no verified account,no verified account,778
Arnau Ayats Delgado,ESP,408,15,2023,no verified account,no verified account,no verified account,no verified account,no verified account,779
Francisco Guerrero,ESP,638,15,2023,no verified account,no verified account,no verified account,no verified account,no verified account,780
Arnau Ayats Delgado,ESP,408,15,2023,no verified account,no verified account,no verified account,no verified account,no verified account,781
Francisco Guerrero,ESP,638,15,2023,no verified account,no verified account,no verified account,no verified account,no verified account,782
Arnau Ayats Delgado,ESP,674,15,2023,no verified account,no verified account,no verified account,no verified account,no verified account,783
Francisco Guerrero,ESP,369,15,2023,no verified account,no verified account,no verified account,no verified account,no verified account,784
Nicolas Suescun,ITA,674,10,2023,no verified account,no verified account,no verified account,no verified account,no verified account,785
Pablo Garcia Rodrigo,ESP,369,10,2023,no verified account,no verified account,no verified account,no verified account,no verified account,786
Nicolas Suescun,ITA,674,10,2023,no verified account,no verified account,no verified account,no verified account,no verified account,787
Pablo Garcia Rodrigo,ESP,369,10,2023,no verified account,no verified account,no verified account,no verified account,no verified account,788
Nicolas Suescun,ITA,643,10,2023,no verified account,no verified account,no verified account,no verified account,no verified account,789
Pablo Garcia Rodrigo,ESP,392,10,2023,no verified account,no verified account,no verified account,no verified account,no verified account,790
Emiliano Martin Iriart,ITA,643,93,2023,no verified account,no verified account,no verified account,no verified account,no verified account,791
Carlos Perez Cabeza,ESP,392,93,2023,no verified account,no verified account,no verified account,no verified account,no verified account,792
Emiliano Martin Iriart,ITA,643,93,2023,no verified account,no verified account,no verified account,no verified account,no verified account,793
Carlos Perez Cabeza,ESP,392,93,2023,no verified account,no verified account,no verified account,no verified account,no verified account,794
Emiliano Martin Iriart,ITA,513,93,2023,no verified account,no verified account,no verified account,no verified account,no verified account,795
Carlos Perez Cabeza,ESP,503,93,2023,no verified account,no verified account,no verified account,no verified account,no verified account,796
Pablo Castillo Valverde,ESP,513,51,2023,no verified account,no verified account,no verified account,no verified account,no verified account,797
Jesus Moya Sos,ESP,503,51,2023,no verified account,no verified account,no verified account,no verified account,no verified account,798
Pablo Castillo Valverde,ESP,513,51,2023,no verified account,no verified account,no verified account,no verified account,no verified account,799
Jesus Moya Sos,ESP,503,51,2023,no verified account,no verified account,no verified account,no verified account,no verified account,800
Pablo Castillo Valverde,ESP,151,51,2023,no verified account,no verified account,no verified account,no verified account,no verified account,801
Jesus Moya Sos,ESP,816,51,2023,no verified account,no verified account,no verified account,no verified account,no verified account,802
